,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9
0,-467.3870434274702,-1.6453674486072567,-2.25360257974392,5.585544593976767,-1.9374567877249078,-0.9643661330381856,2.5451245033434193,-2.7439085677328103,-0.48376790853882196
1,-466.38509416474585,-2.538008282717171,-5.8435391246901345,3.821132405355011,-3.6805021386310806,-1.1884641030207965,-0.6375102428318121,-1.5391862281722055,-0.7079708851512629
2,-465.3806354503008,-3.04500319436687,-7.360497141771958,1.7875571521372,-2.720382107948364,-0.5874872843309165,-0.005714783386597262,-3.6081265403622726,-0.01733390518135386
3,-464.39259482475245,-4.0844319060463254,-8.307222056584726,-1.9189748330925092,-1.9791239933253006,2.1253702310604554,1.7330976151978217,-2.7282871303723657,-0.6486984805610965
4,-463.44499904489294,-4.956749826078634,-5.149220235893115,-3.556440888154259,3.3088420387370423,-0.16617433276903848,-1.2285322908810132,-2.555157084245841,-2.9148144225443255
5,-462.485951727571,-5.889174770789258,0.24959026700979253,-0.7418882356826112,2.0061321619945907,0.3093106461994018,1.7714142122446115,-1.1992560582330862,-0.7657566454510683
6,-461.4882029330529,-6.718017414488288,-2.03882629163058,1.223423595027721,-0.7379834762421319,-2.477436799902481,1.2883624427849891,-0.9200787638509577,1.5648492037857962
7,-460.487558755579,-7.749836520766192,-4.484682050828813,-0.2688486812162578,-2.4759655464185153,-1.536776531053058,3.0667016503575275,0.6690930399825845,2.3385769028453187
8,-459.4658522103118,-6.156378397524112,-4.075852771586253,-2.8130646478224426,0.6131980158447047,-2.1250614768272955,3.0252135947788843,-2.3929782895838745,1.056487710906862
9,-458.4764481825736,-5.783689049376614,0.5859130141966788,0.7189529696481612,2.650964780113844,-0.28532167275222103,6.030695319906509,-2.336618090623253,-1.1832942188846833
10,-457.49597579276025,-6.286898097555831,2.4761574620945175,4.867437563244227,1.7740149704735904,-1.1646889192892151,5.305806080195484,-0.32844062259685686,0.026375463818536362
11,-456.508909319967,-6.288046982456073,4.374617518543766,7.161934339438568,2.269305592727961,-0.6977621266286446,1.7887733248238793,-0.018326189564376715,0.19221655620145014
12,-455.4894667431005,-4.493431043285193,4.871625268298601,6.758873182635316,1.3331157748716196,-0.8503814612746728,-0.868735430733256,-0.39439809443064244,0.024368883789321536
13,-454.4614261118832,-2.7615635922415414,3.9240617352711284,5.707993616234672,1.1299073317488457,1.2009378870449094,-1.553214838219218,0.848009287462024,-0.6366505620029886
14,-453.4816418227784,-6.327796358902281,1.5561799907743945,5.671946213595522,0.21443673136408542,2.545247057620731,1.3060939697608491,-0.577994531238163,0.7813832360417634
15,-452.4759572327046,-6.0228703267189,0.30562952733420595,4.310295702578241,0.3543996343162325,-0.6150853107026186,-0.20917015753354862,-0.4267871291030561,-1.227847886787383
16,-451.46464846566107,-4.385301021020195,1.4950754631491232,5.029594663910393,3.318735607022634,1.4072881321356896,-1.2554368365075734,-0.43098248130237127,-0.1816997806194409
17,-450.4732594878401,-4.878544514758183,3.407919284218898,6.39273048342717,1.2220138724734568,1.9395790351643198,0.7746429733683146,-0.864729102296181,0.7953249566170255
18,-449.46460270610334,-5.069974900625606,0.4038405772242013,4.710917498486982,0.1393480818781677,-0.8257150596160013,-0.8670352696787843,-1.0759597296094858,-0.24412100489608377
19,-448.47256481422016,-4.72583917561104,0.6820016238085912,1.7530890340557044,4.297898622260893,0.2783290044302626,-1.6631478652527345,0.015253903779422965,-0.662968790330105
20,-447.50546941193375,-5.895376255899989,3.3475906805837297,4.637785926940482,2.9128247097464413,0.05334275007351021,2.970861201278978,0.9852384950880024,1.5993051362244892
21,-446.4992611754654,-6.145752662590669,2.2531341733565156,5.899694399689179,2.6021578386476114,0.4805413798848686,3.5907522314097093,1.0764596296902238,0.9885254612549019
22,-445.48378312450853,-6.40695930425363,2.5542572059120014,6.087785074649516,1.0208294183652555,1.1960658722941564,3.9710287891155973,-1.1185447953115908,1.4956876883051566
23,-444.4813882791993,-5.234909052363448,4.010995207122302,4.043743018246528,0.06165536867535324,0.745488326259951,1.997380938058414,-2.1631928431978964,-1.965662836550226
24,-443.47973773414697,-4.802939578661634,4.191093243046115,5.598676683225256,-0.6885435570447561,2.6445854756007647,1.3891967485619945,-0.3932495700305278,-1.6962774388597235
25,-442.4835682186032,-5.599127048627649,1.735376525116064,4.755903846404133,1.0576929922967577,0.3390550472873314,0.4202821971313329,0.4547796675974842,-0.7392121473135651
26,-441.45559222844406,-4.888548816255277,-1.4775643103637393,4.169982053426908,1.3596878443708427,-2.510663751166805,-0.6641175631958239,0.07040794064630412,-0.4898380314711009
27,-440.45262349255455,-3.175191521589848,1.4354960133977352,4.500846521080982,2.7903254470565604,-0.06357986939776113,0.3828863131866988,0.184017210959367,-0.08435210094225111
28,-439.44477072630417,-4.0515277859815875,-2.3499047633339543,4.760698765470242,0.7850243538530364,-4.097489474258162,-2.336423692977985,0.04760302785391873,-0.23610779358776557
29,-438.4303924476364,-1.4076724391937323,0.47294129112382055,2.6248798268815494,1.975173978247407,-1.2684200771228762,-1.4047716099452934,0.7396522229127388,0.18729025493585985
30,-437.45378443915183,-5.580576318786151,-4.615352473694801,0.5215329276831447,1.7762206193082672,-1.5816424364443205,-2.493042058996178,0.8243454806683369,-0.16498960063627505
31,-367.4744525397738,-6.342004881329145,-2.8788116911416424,-0.08227989144834882,2.174060666918719,-2.0225484516557466,-0.1857862660613057,0.20322548187313538,-0.25461478897388207
32,-366.44997896768035,-4.739451109242998,-2.0290119090277003,1.8664544385225845,2.1550659184714065,-1.5605389524657607,2.086964408316558,-0.18040753168613335,0.48298007932970893
33,-365.4513697843115,-5.943294836678557,-2.343751291522052,2.172796790425948,-0.9459123296989266,-1.0588480807518712,2.108358677394663,-0.7406080444289234,0.01601080342876528
34,-364.4412902434318,-5.260279939698176,-3.8448499169504537,0.23561384899765148,-1.944007705440039,-1.8150612143590164,-0.583740304498926,-1.9183546951833772,-0.16048249078471646
35,-363.4544103337293,-3.133479930686083,0.08230110292243775,0.6070804431461262,-1.4459208594820534,-2.760639698348757,-1.1757103373603095,1.0909647220988725,-0.5275097766271293
36,-362.4474724508456,-5.9331433531941125,-7.4042056310448,0.07922895570233976,-1.7455064524251283,-2.789199921107299,-3.8502804963177026,3.0387298687835353,0.6863274745450363
37,-361.45506300557986,-2.5598141892072306,-0.25681257275977015,-0.8588234755042318,2.2454338232287863,-0.569684703808013,-1.5562095441144208,1.0258530393528182,-2.1232930345010628
38,-360.45193892735915,-2.3562491427377132,0.7633610298152598,3.9929698122657475,-0.9619321993936677,-1.6763903970420326,-1.2703920501022583,3.1305509153640396,-1.4945079844023945
39,-359.4294724172773,-1.370193428050548,0.9959160468500813,3.7291927683788564,-2.34386753724413,-0.14589251839174036,-1.7870183823659913,1.3982543432294683,-2.532473772615
40,-358.4300838472805,-2.560773364754819,-0.4221565136200333,2.819856775551127,-1.6790314808669837,2.315660882323972,-2.0203464033738237,0.32946390648794555,-1.2788704008158003
41,-357.4695143654999,-3.149697625938172,3.1162595912060276,0.4007854720462769,1.8865317890247477,1.2119974484497693,-2.166896526688407,-0.5898987115833748,-1.0325953132286572
42,-356.4756162031717,-3.208943148819502,4.068827622971105,0.378384314501825,-1.51784182989523,-1.5827963325063288,-0.7295879646434175,-0.6937753354717389,-0.38857196668854344
43,-355.4368110408584,-1.8877503818164436,-0.3988009634764762,-1.8733055808591648,-6.545633142726045,-2.8079067299880003,0.5993893874536839,-0.13858289093587803,-0.33283003767659686
44,-354.41812922908474,-3.326701092495102,-5.029531381660257,-2.7654459695250484,-4.643332496974958,-2.150001309271612,0.2696436251357763,-2.4990227147914847,1.2370745290093617
45,-353.42778337173746,-4.991616658443389,-5.215296216590868,-2.111389089419204,-0.5296867114476844,-0.8918273294150468,0.31264397146649703,-1.3582022922564083,-0.881640996862929
46,-352.40691449662785,-4.8983918811822,-8.381152530598015,-1.5516455322708524,-3.8548455562523802,-1.6836922628751314,-1.7146905517427058,-1.0645720906423382,-0.36453552938663264
47,-351.39319340692134,-1.5447693065064523,-6.355889978121429,-1.864195943369558,-1.518733860632535,-4.804192140553884,-1.9614885836699927,-0.13169167391152553,1.4403138852305748
